mode,a,b,op,true_result,pred_result,correct,sign_correct,thousands_correct,hundreds_correct,tens_correct,units_correct,has_carry_or_borrow,n_carries_or_borrows,operand_length
forward,751,631,+,1382,1382,True,True,True,True,True,True,True,1,3
forward,623,288,-,335,335,True,True,True,True,True,True,True,2,3
forward,524,70,+,594,594,True,True,True,True,True,True,False,0,3
forward,112,780,+,892,892,True,True,True,True,True,True,False,0,3
forward,575,271,-,304,304,True,True,True,True,True,True,False,0,3
forward,991,292,+,1283,1283,True,True,True,True,True,True,True,2,3
forward,928,96,-,832,832,True,True,True,True,True,True,True,1,3
forward,91,435,-,-344,-344,True,True,True,True,True,True,True,1,3
forward,143,405,-,-262,-263,False,True,True,True,True,False,True,1,3
forward,836,616,+,1452,1452,True,True,True,True,True,True,True,2,3
forward,133,139,+,272,272,True,True,True,True,True,True,True,1,3
forward,561,601,-,-40,-30,False,True,True,True,False,True,False,0,3
forward,725,325,+,1050,1050,True,True,True,True,True,True,True,2,3
forward,946,369,+,1315,1315,True,True,True,True,True,True,True,3,3
forward,493,817,+,1310,1310,True,True,True,True,True,True,True,3,3
forward,61,730,-,-669,-669,True,True,True,True,True,True,False,0,3
forward,763,746,-,17,17,True,True,True,True,True,True,False,0,3
forward,972,555,+,1527,1527,True,True,True,True,True,True,True,2,3
forward,896,692,+,1588,1588,True,True,True,True,True,True,True,2,3
forward,104,932,-,-828,-828,True,True,True,True,True,True,True,1,3
forward,54,872,-,-818,-818,True,True,True,True,True,True,True,1,3
forward,846,797,-,49,49,True,True,True,True,True,True,True,1,3
forward,939,177,-,762,762,True,True,True,True,True,True,True,1,3
forward,479,143,+,622,622,True,True,True,True,True,True,True,2,3
forward,802,801,+,1603,1603,True,True,True,True,True,True,True,1,3
forward,666,954,+,1620,1620,True,True,True,True,True,True,True,3,3
forward,930,71,+,1001,1001,True,True,True,True,True,True,True,2,3
forward,814,62,+,876,876,True,True,True,True,True,True,False,0,3
forward,600,642,+,1242,1242,True,True,True,True,True,True,True,1,3
forward,126,486,-,-360,-360,True,True,True,True,True,True,True,1,3
forward,435,205,+,640,640,True,True,True,True,True,True,True,1,3
forward,365,359,+,724,724,True,True,True,True,True,True,True,2,3
forward,251,15,+,266,266,True,True,True,True,True,True,False,0,3
forward,353,850,+,1203,1203,True,True,True,True,True,True,True,2,3
forward,200,250,-,-50,-50,True,True,True,True,True,True,True,1,3
forward,20,49,+,69,69,True,True,True,True,True,True,False,0,2
forward,738,65,+,803,803,True,True,True,True,True,True,True,2,3
forward,540,349,+,889,889,True,True,True,True,True,True,False,0,3
forward,527,768,-,-241,-241,True,True,True,True,True,True,True,2,3
forward,525,158,+,683,683,True,True,True,True,True,True,True,1,3
forward,481,809,+,1290,1290,True,True,True,True,True,True,True,2,3
forward,61,634,-,-573,-573,True,True,True,True,True,True,True,1,3
forward,420,423,-,-3,-3,True,True,True,True,True,True,False,0,3
forward,164,324,-,-160,-160,True,True,True,True,True,True,False,0,3
forward,101,892,+,993,993,True,True,True,True,True,True,False,0,3
forward,7,159,+,166,166,True,True,True,True,True,True,True,1,3
forward,690,937,-,-247,-247,True,True,True,True,True,True,True,1,3
forward,669,492,-,177,177,True,True,True,True,True,True,True,1,3
forward,6,559,-,-553,-553,True,True,True,True,True,True,True,2,3
forward,859,749,-,110,110,True,True,True,True,True,True,False,0,3
forward,47,41,-,6,3,False,True,True,True,True,False,False,0,2
forward,252,423,+,675,675,True,True,True,True,True,True,False,0,3
forward,366,547,+,913,913,True,True,True,True,True,True,True,2,3
forward,480,348,+,828,828,True,True,True,True,True,True,True,1,3
forward,428,220,-,208,208,True,True,True,True,True,True,False,0,3
forward,103,149,+,252,252,True,True,True,True,True,True,True,1,3
forward,959,220,+,1179,1179,True,True,True,True,True,True,True,1,3
forward,368,60,+,428,428,True,True,True,True,True,True,True,1,3
forward,267,419,-,-152,-152,True,True,True,True,True,True,True,1,3
forward,981,561,+,1542,1542,True,True,True,True,True,True,True,2,3
forward,476,155,-,321,321,True,True,True,True,True,True,False,0,3
forward,518,425,+,943,943,True,True,True,True,True,True,True,1,3
forward,247,93,+,340,340,True,True,True,True,True,True,True,2,3
forward,670,248,-,422,422,True,True,True,True,True,True,True,1,3
forward,283,714,+,997,997,True,True,True,True,True,True,False,0,3
forward,477,987,+,1464,1464,True,True,True,True,True,True,True,3,3
forward,54,878,-,-824,-824,True,True,True,True,True,True,True,2,3
forward,56,239,-,-183,-183,True,True,True,True,True,True,True,1,3
forward,247,179,+,426,426,True,True,True,True,True,True,True,2,3
forward,481,226,+,707,707,True,True,True,True,True,True,True,1,3
forward,115,537,+,652,652,True,True,True,True,True,True,True,1,3
forward,953,398,+,1351,1351,True,True,True,True,True,True,True,3,3
forward,299,675,+,974,974,True,True,True,True,True,True,True,2,3
forward,583,143,+,726,726,True,True,True,True,True,True,True,1,3
forward,403,135,+,538,538,True,True,True,True,True,True,False,0,3
forward,559,428,-,131,131,True,True,True,True,True,True,False,0,3
forward,851,167,+,1018,1018,True,True,True,True,True,True,True,2,3
forward,789,78,+,867,867,True,True,True,True,True,True,True,2,3
forward,936,368,+,1304,1304,True,True,True,True,True,True,True,3,3
forward,845,728,-,117,117,True,True,True,True,True,True,True,1,3
forward,588,976,+,1564,1564,True,True,True,True,True,True,True,3,3
forward,787,63,-,724,724,True,True,True,True,True,True,False,0,3
forward,217,737,+,954,954,True,True,True,True,True,True,True,1,3
forward,908,607,+,1515,1515,True,True,True,True,True,True,True,2,3
forward,210,571,-,-361,-361,True,True,True,True,True,True,True,2,3
forward,495,438,+,933,933,True,True,True,True,True,True,True,2,3
forward,818,94,+,912,912,True,True,True,True,True,True,True,2,3
forward,142,318,-,-176,-176,True,True,True,True,True,True,True,1,3
forward,200,669,+,869,869,True,True,True,True,True,True,False,0,3
forward,211,565,-,-354,-354,True,True,True,True,True,True,True,2,3
forward,92,958,-,-866,-866,True,True,True,True,True,True,True,1,3
forward,801,686,+,1487,1487,True,True,True,True,True,True,True,1,3
forward,867,480,+,1347,1347,True,True,True,True,True,True,True,2,3
forward,901,256,-,645,645,True,True,True,True,True,True,True,2,3
forward,17,205,-,-188,-188,True,True,True,True,True,True,False,0,3
forward,777,881,-,-104,-104,True,True,True,True,True,True,True,1,3
forward,940,33,+,973,973,True,True,True,True,True,True,False,0,3
forward,766,783,-,-17,-17,True,True,True,True,True,True,True,1,3
forward,26,255,+,281,281,True,True,True,True,True,True,True,1,3
forward,881,835,+,1716,1716,True,True,True,True,True,True,True,2,3
forward,58,165,-,-107,-107,True,True,True,True,True,True,True,1,3
forward,159,244,-,-85,-85,True,True,True,True,True,True,False,0,3
forward,960,545,+,1505,1505,True,True,True,True,True,True,True,2,3
forward,629,741,+,1370,1370,True,True,True,True,True,True,True,2,3
forward,687,845,-,-158,-158,True,True,True,True,True,True,False,0,3
forward,816,301,+,1117,1117,True,True,True,True,True,True,True,1,3
forward,195,28,+,223,223,True,True,True,True,True,True,True,2,3
forward,811,561,+,1372,1372,True,True,True,True,True,True,True,1,3
forward,69,3,+,72,72,True,True,True,True,True,True,True,1,2
forward,630,484,+,1114,1114,True,True,True,True,True,True,True,2,3
forward,113,483,+,596,596,True,True,True,True,True,True,False,0,3
forward,46,792,+,838,838,True,True,True,True,True,True,True,1,3
forward,810,744,+,1554,1554,True,True,True,True,True,True,True,1,3
forward,564,367,+,931,931,True,True,True,True,True,True,True,2,3
forward,413,549,+,962,962,True,True,True,True,True,True,True,1,3
forward,159,278,+,437,437,True,True,True,True,True,True,True,2,3
forward,216,182,-,34,34,True,True,True,True,True,True,True,1,3
forward,662,909,+,1571,1571,True,True,True,True,True,True,True,2,3
forward,792,322,-,470,470,True,True,True,True,True,True,False,0,3
forward,868,854,+,1722,1722,True,True,True,True,True,True,True,3,3
forward,889,294,-,595,595,True,True,True,True,True,True,True,1,3
forward,702,347,-,355,355,True,True,True,True,True,True,True,2,3
forward,641,484,-,157,157,True,True,True,True,True,True,True,2,3
forward,951,583,-,368,368,True,True,True,True,True,True,True,2,3
forward,396,713,-,-317,-317,True,True,True,True,True,True,False,0,3
forward,306,455,-,-149,-149,True,True,True,True,True,True,True,1,3
forward,128,153,+,281,281,True,True,True,True,True,True,True,1,3
forward,313,854,+,1167,1167,True,True,True,True,True,True,True,1,3
forward,796,95,+,891,891,True,True,True,True,True,True,True,2,3
forward,203,798,-,-595,-595,True,True,True,True,True,True,True,2,3
forward,117,127,+,244,244,True,True,True,True,True,True,True,1,3
forward,616,318,+,934,934,True,True,True,True,True,True,True,1,3
forward,738,595,-,143,143,True,True,True,True,True,True,True,1,3
forward,24,554,-,-530,-530,True,True,True,True,True,True,True,1,3
forward,21,706,+,727,727,True,True,True,True,True,True,False,0,3
forward,911,940,-,-29,-29,True,True,True,True,True,True,True,1,3
forward,850,934,-,-84,-84,True,True,True,True,True,True,False,0,3
forward,797,664,+,1461,1461,True,True,True,True,True,True,True,3,3
forward,280,276,+,556,556,True,True,True,True,True,True,True,1,3
forward,753,452,+,1205,1205,True,True,True,True,True,True,True,2,3
forward,329,500,-,-171,-171,True,True,True,True,True,True,False,0,3
forward,407,850,+,1257,1257,True,True,True,True,True,True,True,1,3
forward,332,391,-,-59,-59,True,True,True,True,True,True,True,1,3
forward,792,540,+,1332,1332,True,True,True,True,True,True,True,2,3
forward,703,606,+,1309,1309,True,True,True,True,True,True,True,1,3
forward,0,978,+,978,978,True,True,True,True,True,True,False,0,3
forward,660,965,+,1625,1625,True,True,True,True,True,True,True,2,3
forward,301,739,+,1040,1040,True,True,True,True,True,True,True,2,3
forward,795,590,-,205,205,True,True,True,True,True,True,False,0,3
forward,666,917,+,1583,1583,True,True,True,True,True,True,True,2,3
forward,789,52,-,737,737,True,True,True,True,True,True,False,0,3
forward,84,694,+,778,778,True,True,True,True,True,True,True,1,3
forward,6,679,+,685,685,True,True,True,True,True,True,True,1,3
forward,925,856,+,1781,1781,True,True,True,True,True,True,True,2,3
forward,497,8,+,505,505,True,True,True,True,True,True,True,2,3
forward,948,202,-,746,746,True,True,True,True,True,True,False,0,3
forward,47,692,-,-645,-645,True,True,True,True,True,True,True,1,3
forward,712,818,-,-106,-106,True,True,True,True,True,True,True,2,3
forward,977,511,-,466,466,True,True,True,True,True,True,False,0,3
forward,975,55,-,920,920,True,True,True,True,True,True,False,0,3
forward,880,203,+,1083,1083,True,True,True,True,True,True,True,1,3
forward,812,964,-,-152,-152,True,True,True,True,True,True,True,2,3
forward,470,826,-,-356,-356,True,True,True,True,True,True,True,1,3
forward,795,487,-,308,308,True,True,True,True,True,True,True,1,3
forward,849,396,-,453,453,True,True,True,True,True,True,True,1,3
forward,828,804,+,1632,1632,True,True,True,True,True,True,True,2,3
forward,975,626,-,349,349,True,True,True,True,True,True,True,1,3
forward,519,986,+,1505,1505,True,True,True,True,True,True,True,3,3
forward,605,643,-,-38,-38,True,True,True,True,True,True,True,1,3
forward,435,257,-,178,178,True,True,True,True,True,True,True,2,3
forward,100,801,-,-701,-701,True,True,True,True,True,True,True,2,3
forward,9,797,-,-788,-788,True,True,True,True,True,True,True,1,3
forward,269,171,+,440,440,True,True,True,True,True,True,True,2,3
forward,163,380,-,-217,-217,True,True,True,True,True,True,True,1,3
forward,462,967,-,-505,-505,True,True,True,True,True,True,True,2,3
forward,994,231,+,1225,1225,True,True,True,True,True,True,True,2,3
forward,872,225,-,647,647,True,True,True,True,True,True,True,1,3
forward,484,45,+,529,529,True,True,True,True,True,True,True,1,3
forward,810,277,-,533,533,True,True,True,True,True,True,True,2,3
forward,680,937,-,-257,-257,True,True,True,True,True,True,True,1,3
forward,104,469,+,573,573,True,True,True,True,True,True,True,1,3
forward,795,945,+,1740,1740,True,True,True,True,True,True,True,3,3
forward,929,81,-,848,848,True,True,True,True,True,True,True,1,3
forward,278,528,-,-250,-250,True,True,True,True,True,True,False,0,3
forward,231,921,+,1152,1152,True,True,True,True,True,True,True,1,3
forward,49,168,+,217,217,True,True,True,True,True,True,True,2,3
forward,459,611,-,-152,-152,True,True,True,True,True,True,False,0,3
forward,646,828,-,-182,-182,True,True,True,True,True,True,True,1,3
forward,759,801,-,-42,-42,True,True,True,True,True,True,False,0,3
forward,458,960,+,1418,1418,True,True,True,True,True,True,True,2,3
forward,577,642,-,-65,-65,True,True,True,True,True,True,False,0,3
forward,334,948,+,1282,1282,True,True,True,True,True,True,True,2,3
forward,694,393,+,1087,1087,True,True,True,True,True,True,True,2,3
forward,109,732,-,-623,-623,True,True,True,True,True,True,True,1,3
forward,416,359,+,775,775,True,True,True,True,True,True,True,1,3
forward,144,502,-,-358,-358,True,True,True,True,True,True,False,0,3
forward,844,440,-,404,404,True,True,True,True,True,True,False,0,3
forward,654,71,+,725,725,True,True,True,True,True,True,True,1,3
forward,924,852,+,1776,1776,True,True,True,True,True,True,True,1,3
forward,881,206,+,1087,1087,True,True,True,True,True,True,True,1,3
forward,692,517,+,1209,1209,True,True,True,True,True,True,True,2,3
forward,513,750,-,-237,-237,True,True,True,True,True,True,True,1,3
forward,514,888,+,1402,1402,True,True,True,True,True,True,True,3,3
forward,136,230,-,-94,-94,True,True,True,True,True,True,False,0,3
forward,146,414,+,560,560,True,True,True,True,True,True,True,1,3
forward,103,415,+,518,518,True,True,True,True,True,True,False,0,3
forward,253,144,-,109,109,True,True,True,True,True,True,True,1,3
forward,795,311,-,484,484,True,True,True,True,True,True,False,0,3
forward,36,503,-,-467,-467,True,True,True,True,True,True,False,0,3
forward,108,517,+,625,625,True,True,True,True,True,True,True,1,3
forward,70,964,-,-894,-894,True,True,True,True,True,True,True,1,3
forward,552,918,-,-366,-366,True,True,True,True,True,True,True,1,3
forward,654,865,-,-211,-211,True,True,True,True,True,True,True,2,3
forward,775,681,-,94,93,False,True,True,True,True,False,True,1,3
forward,797,605,+,1402,1402,True,True,True,True,True,True,True,3,3
forward,799,414,-,385,385,True,True,True,True,True,True,False,0,3
forward,665,253,+,918,918,True,True,True,True,True,True,True,1,3
forward,280,612,+,892,892,True,True,True,True,True,True,False,0,3
forward,931,883,+,1814,1814,True,True,True,True,True,True,True,2,3
forward,959,45,+,1004,1004,True,True,True,True,True,True,True,3,3
forward,566,8,-,558,558,True,True,True,True,True,True,True,1,3
forward,736,698,-,38,38,True,True,True,True,True,True,True,1,3
forward,613,248,-,365,365,True,True,True,True,True,True,True,2,3
forward,845,367,+,1212,1212,True,True,True,True,True,True,True,3,3
forward,8,463,-,-455,-455,True,True,True,True,True,True,True,1,3
forward,138,180,-,-42,-42,True,True,True,True,True,True,True,1,3
forward,625,296,+,921,921,True,True,True,True,True,True,True,2,3
forward,535,888,+,1423,1423,True,True,True,True,True,True,True,3,3
forward,298,113,+,411,411,True,True,True,True,True,True,True,2,3
forward,134,441,+,575,575,True,True,True,True,True,True,False,0,3
forward,803,416,+,1219,1219,True,True,True,True,True,True,True,1,3
forward,994,608,+,1602,1602,True,True,True,True,True,True,True,3,3
forward,925,425,-,500,500,True,True,True,True,True,True,False,0,3
forward,333,168,-,165,165,True,True,True,True,True,True,True,2,3
forward,927,955,+,1882,1882,True,True,True,True,True,True,True,2,3
forward,528,883,-,-355,-355,True,True,True,True,True,True,True,1,3
forward,160,394,-,-234,-234,True,True,True,True,True,True,True,2,3
forward,619,328,-,291,291,True,True,True,True,True,True,True,1,3
forward,203,204,-,-1,-3,False,True,True,True,True,False,False,0,3
forward,272,414,+,686,686,True,True,True,True,True,True,False,0,3
forward,787,829,-,-42,-42,True,True,True,True,True,True,False,0,3
forward,910,671,-,239,239,True,True,True,True,True,True,True,2,3
forward,467,625,+,1092,1092,True,True,True,True,True,True,True,2,3
forward,746,417,+,1163,1163,True,True,True,True,True,True,True,2,3
forward,604,921,+,1525,1525,True,True,True,True,True,True,True,1,3
forward,506,14,+,520,520,True,True,True,True,True,True,True,1,3
forward,785,420,+,1205,1205,True,True,True,True,True,True,True,2,3
forward,731,332,-,399,399,True,True,True,True,True,True,True,2,3
forward,858,251,-,607,607,True,True,True,True,True,True,False,0,3
forward,169,495,+,664,664,True,True,True,True,True,True,True,2,3
